2013/2/4,495,510,494,508,266500,508
2013/2/5,510,526,509,522,352200,522
2013/2/6,526,542,526,538,404100,538
2013/2/7,538,539,527,532,332700,532
2013/2/8,532,533,520,524,234900,524
2013/2/12,524,535,524,524,227100,524
2013/2/13,524,528,515,515,198900,515
2013/2/14,516,527,504,517,417300,517
2013/2/15,518,525,510,513,243100,513
2013/2/18,516,522,512,518,260700,518
2013/2/19,514,523,512,522,174000,522
2013/2/20,523,524,516,517,235400,517
2013/2/21,518,530,518,529,312600,529
2013/2/22,529,529,515,516,383400,516
2013/2/25,520,521,513,518,228300,518
2013/2/26,518,519,514,517,285700,517
2013/2/27,518,526,517,521,304000,521
2013/2/28,526,530,522,530,162600,530
2013/3/1,529,531,522,530,244700,530
